STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST005791,Korean,6509
GCST005794,Korean,6509
GCST005812,Icelandic,9429
GCST005812,Icelandic,421
GCST005813,Icelandic,4672
GCST005813,Icelandic,172791
GCST005814,Icelandic,18069
GCST005814,Icelandic,246293
GCST005810,Icelandic,5714
GCST005810,Icelandic,199421
GCST005793,Korean,3703
GCST005792,Korean,6509
GCST006981,European,599
GCST005761,European,646
GCST006299,Finnish,7344
GCST005577,African American,140
GCST005577,European,222
GCST005590,Sub Saharan African,171
GCST005590,Sub Saharan African,563
GCST005785,European,1391
GCST005785,European,352195
GCST005561,European,4850
GCST005561,European,451731
GCST006293,Han Chinese,415
GCST006294,Han Chinese,559
GCST006285,Han Chinese,405
GCST007358,European,356
GCST005729,European,1307
GCST005729,European,722
GCST005729,European,693
GCST005729,African American,120
GCST005729,African American,38
GCST005729,African American,46
GCST005729,Hispanic,59
GCST005729,Hispanic,27
GCST005729,Hispanic,27
GCST006292,Han Chinese,1379
GCST005754,Han Chinese,3509
GCST005754,Han Chinese,8246
GCST006803,European,1651
GCST006803,European,142717
GCST005656,European,1836
GCST005519,European American,200
GCST005519,African American,168
GCST005582,Han Chinese,9764
GCST005582,Han Chinese,11434
GCST007989,European,1719
GCST005591,Japanese,3713
GCST005591,Japanese,7333
GCST005798,Japanese,779
GCST006186,European,48198
GCST006186,European,251872
GCST006186,African,1971
GCST006186,African,5814
GCST006186,Asian,29485
GCST006186,Asian,119447
GCST006186,Hispanic,3737
GCST006186,Hispanic,14199
GCST006187,European,305513
GCST006187,African,7786
GCST006187,Asian,148932
GCST006187,Hispanic,13533
GCST006187,Brazilian,4414
GCST006188,European,305513
GCST006188,African,7786
GCST006188,Asian,148932
GCST006188,Hispanic,13533
GCST006188,Brazilian,4414
GCST006189,European,139127
GCST006189,European,145914
GCST006189,African,3105
GCST006189,African,3075
GCST006189,Asian,70335
GCST006189,Asian,78597
GCST006189,Hispanic,6810
GCST006189,Hispanic,11133
GCST006190,European,139127
GCST006190,European,145914
GCST006190,African,3105
GCST006190,African,3075
GCST006190,Asian,70335
GCST006190,Asian,78597
GCST006190,Hispanic,6810
GCST006190,Hispanic,11133
GCST006191,European,139127
GCST006191,European,145914
GCST006191,African,3105
GCST006191,African,3075
GCST006191,Asian,70335
GCST006191,Asian,78597
GCST006191,Hispanic,6810
GCST006191,Hispanic,11133
GCST006192,European,139127
GCST006192,European,145914
GCST006192,African,3105
GCST006192,African,3075
GCST006192,Asian,70335
GCST006192,Asian,78597
GCST006192,Hispanic,6810
GCST006192,Hispanic,11133
GCST006193,European,48198
GCST006193,European,251872
GCST006193,African,1971
GCST006193,African,5814
GCST006193,Asian,29485
GCST006193,Asian,119447
GCST006193,Hispanic,3737
GCST006193,Hispanic,14199
GCST006194,European,48198
GCST006194,European,251872
GCST006194,African,1971
GCST006194,African,5814
GCST006194,Asian,29485
GCST006194,Asian,119447
GCST006194,Hispanic,3737
GCST006194,Hispanic,14199
GCST006195,European,48198
GCST006195,European,251872
GCST006195,African,1971
GCST006195,African,5814
GCST006195,Asian,29485
GCST006195,Asian,119447
GCST006195,Hispanic,3737
GCST006195,Hispanic,14199
GCST005570,Chinese,3796
GCST005570,Chinese,2544
GCST005388,East Asian,4406
GCST005388,East Asian,18161
GCST005388,European,5008
GCST005388,European,35472
GCST005388,African American,769
GCST005388,African American,663
GCST005388,Sub Saharan African,1572
GCST005388,Sub Saharan African,1374
GCST005805,African American,140
GCST005805,European,269
GCST005805,African American,222
GCST005805,European,338
GCST005571,European,17894
GCST005571,European,89470
GCST005574,European,2281
GCST005574,European,9194
GCST005572,European,2282
GCST005572,European,9193
GCST005573,European,12658
GCST005573,European,50898
GCST005369,Han Chinese,2818
GCST005419,Hispanic,4162
GCST005419,African American,876
GCST005419,European,94612
GCST005418,Hispanic,4162
GCST005418,African American,876
GCST005418,European,94612
GCST005415,British,35210
GCST005415,British,104263
GCST005556,Japanese,560
GCST005433,European,575
GCST005433,European,2573
GCST005432,European,575
GCST005432,European,2573
GCST005431,European,575
GCST005431,European,2573
GCST005430,European,5866
GCST005429,European,5027
GCST005428,European,5866
GCST005427,European,5866
GCST005426,European,2407
GCST005426,European,2620
GCST005365,European,697
GCST005318,Brazilian,161
GCST005318,Brazilian,28
GCST006472,European,188577
GCST006471,European,188577
GCST006470,European,188577
GCST006469,European,188577
GCST005289,European,416
GCST005289,European,903
GCST005288,African American,1023
GCST005288,Hispanic,491
GCST005287,African American,1023
GCST005287,Hispanic,491
GCST005329,Japanese,4949
GCST005898,European,9253
GCST005898,Hispanic,3490
GCST005315,European,959
GCST005315,European,2624
GCST005315,Latino,530
GCST005315,Latino,511
GCST005366,European,2113
GCST005367,European,42757
GCST005338,European,21
GCST005338,European,84
GCST005368,African American,2014
GCST005313,African American,145
GCST005313,Latino,307
GCST005313,European,82
GCST005313,African American,1274
GCST005313,Hispanic / Latino,2826
GCST005313,European,249
GCST005306,European,30679
GCST005306,European,278895
GCST005314,European,18319
GCST005353,European,100
GCST005389,European,151
GCST005389,European,6019
GCST005389,European,150
GCST005389,European,2696
GCST005391,European,102
GCST005391,European,204
GCST005391,European,32
GCST005391,European,2696
GCST005390,European,66
GCST005390,European,4667
GCST005390,European,82
GCST005390,European,2696
GCST005276,European,527
GCST005276,European,663
GCST005200,European,13
GCST005200,European,88
GCST005190,East Asian,744
GCST005190,East Asian,1137
GCST005575,Han Chinese,724
GCST005575,Han Chinese,3043
GCST008124,European,192226
GCST008128,European,192226
GCST008129,European,196766
GCST005172,Asian Indian,291
GCST005172,Asian Indian,1848
GCST005232,European,122867
GCST006174,Hispanic,8048
GCST006130,European,238
GCST006130,European,246
GCST006129,European,238
GCST006129,European,246
GCST006247,European,238
GCST006247,European,246
GCST005170,European and Asian,37930
GCST005248,European,928
GCST005173,African American,137
GCST005173,African American,68
GCST005175,African American,137
GCST005175,African American,68
GCST005174,African American,205
GCST005203,Chinese,775
GCST005202,Chinese,775
GCST005158,Brazilian,109
GCST005364,Japanese,234
GCST005204,Chinese,775
GCST005201,Chinese,775
GCST005206,Finnish,1373
GCST005205,Finnish,1373
GCST005207,Finnish,1373
GCST005208,Finnish,1373
GCST005188,Sub Saharan African,240
GCST005189,Sub Saharan African,240
GCST005108,European,8508
GCST005108,European,16527
GCST005109,European,1800
GCST004091,Han Chinese,403
GCST004114,Sub Saharan African,16
GCST004114,African,27
GCST004114,Sub Saharan African,60
GCST004114,African,8
GCST004145,Japanese,512
GCST004145,Japanese,6512
GCST004090,Italian,38
GCST004090,Italian,7
GCST004118,Sub Saharan African,62
GCST004118,Sub Saharan African,60
GCST004117,Sub Saharan African,27
GCST004117,Sub Saharan African,60
GCST004115,Sub Saharan African,11
GCST004115,African,27
GCST004115,Sub Saharan African,60
GCST004115,African,8
GCST004035,Korean,2567
GCST004019,Korean,196
GCST004019,Korean,138
GCST004019,Korean,391
GCST004037,Korean,2567
GCST004036,Korean,2567
GCST004047,Latino,941
GCST004900,Han Chinese,1120
GCST004900,Han Chinese,604
GCST003977,European,54
GCST003977,European,1465
GCST003976,European,541
GCST003976,European,30
GCST003976,European,1465
GCST003978,European,479
GCST003978,European,1465
GCST003959,Polish,71
GCST003959,Polish,100
GCST003959,Polish,352
GCST003958,Polish,192
GCST003958,Polish,185
GCST003958,Polish,352
GCST003960,Polish,121
GCST003960,Polish,85
GCST003960,Polish,352
GCST004004,European and African American,16389
GCST004003,European and African American,16389
GCST003922,Asian,5125
GCST003922,Asian,17604
GCST004006,European and African American,16389
GCST004008,European and African American,16389
GCST004007,European and African American,16389
GCST004005,European and African American,16389
GCST003940,Han Chinese,366
GCST004023,European,7743
GCST004023,European,17970
GCST004022,European,1130
GCST004022,European,17970
GCST004020,European,1928
GCST004020,European,38443
GCST004021,European,3101
GCST004021,European,38443
GCST003939,European,21
GCST003939,European,266
GCST004030,European,1925
GCST004030,European,7936
GCST004009,Han Chinese,5413
GCST004009,Han Chinese,12037
GCST003974,Northwestern European,1575
GCST003974,Northwestern European,1367
GCST004024,European,6879
GCST004024,European,13453
GCST004024,Chinese,5303
GCST004024,Chinese,5337
GCST004024,European American,8157
GCST003879,European,6502
GCST003880,Han Chinese,4339
GCST003880,Han Chinese,7043
GCST004017,European,137994
GCST004015,European,46621
GCST004014,European,46581
GCST003975,European,692
GCST003975,European,1096
GCST003877,European,2482
GCST003877,European,2645
GCST003924,Japanese,618
GCST003924,Japanese,1268
GCST003925,Japanese,1396
GCST003925,Japanese,1268
GCST003925,European,1319
GCST003925,European,514
GCST003925,Polynesian,971
GCST003925,Polynesian,565
GCST003926,Japanese,696
GCST003926,Japanese,1268
GCST004026,European,35438
GCST004027,European,31021
GCST003856,Latino,931
GCST003943,European,1018
GCST004018,European,2363
GCST004018,European,114746
GCST004044,European,19796
GCST004046,European,19796
GCST004045,European,19796
GCST004785,European,1827
GCST004785,European,2181
GCST006468,Uyghur,357
GCST006468,Uyghur,352
GCST006101,European,102505
GCST003805,African American,430
GCST003818,European,130795
GCST003807,African American,430
GCST003762,European,1029
GCST003762,European,1065
GCST003763,Latino,481
GCST003763,East Asian,398
GCST003763,African American,146
GCST003763,Latino,5215
GCST003763,East Asian,5040
GCST003763,African American,2133
GCST003869,Finnish,776
GCST003869,Finnish,18489
GCST005146,European,9799
GCST005146,Filipino,1449
GCST007557,European,9799
GCST003876,European,371
GCST003824,Japanese,40
GCST003824,Japanese,120
GCST003868,Finnish,577
GCST003853,European,1572
GCST003851,European,824
GCST003848,European,826
GCST003798,European,1412
GCST003798,European,1479
GCST003855,European,530
GCST003834,European,2362
GCST003834,African American,938
GCST003834,Asian,955
GCST003834,Hispanic,1605
GCST003846,European,822
GCST003854,European,530
GCST003849,European,824
GCST003847,European,833
GCST006228,European,154543
GCST006228,South Asian,26183
GCST006229,European,154543
GCST006229,South Asian,26183
GCST006230,European,154543
GCST006230,South Asian,26183
GCST006227,European,154543
GCST006227,South Asian,26183
GCST006023,European,125713
GCST006023,South Asian,2641
GCST006023,Hispanic,4632
GCST006023,African American,22077
GCST006022,European,125713
GCST006022,South Asian,2641
GCST006022,Hispanic,4632
GCST006022,African American,22077
GCST006021,European,125713
GCST006021,South Asian,2641
GCST006021,Hispanic,4632
GCST006021,African American,22077
GCST006020,European,125713
GCST006020,South Asian,2641
GCST006020,Hispanic,4632
GCST006020,African American,22077
GCST003820,European,1226
GCST003820,European,1392
GCST003742,European,142
GCST003742,European,746
GCST003760,European,58
GCST003760,European,352
GCST003870,European,13263
GCST003870,African American,3603
GCST003870,Indian,4619
GCST003871,European,13263
GCST003871,African American,3603
GCST003871,Indian,4619
GCST003872,European,13263
GCST003872,African American,3603
GCST003872,Indian,4619
GCST003844,European,13263
GCST003844,African American,3603
GCST003844,Indian,4619
GCST003797,Hispanic,157
GCST003797,Hispanic,314
GCST003797,African American,39
GCST003797,African American,78
GCST003794,Chinese,70
GCST003718,Asian,192
GCST003718,Asian,110
GCST003792,Ethiopian,27
GCST003792,Ethiopian,217
GCST003759,Japanese,4059
GCST003719,European,546
GCST003793,European,1000
GCST003862,European,94
GCST003862,European,993
GCST003864,European,68
GCST003864,European,815
GCST003861,European,94
GCST003861,European,627
GCST003789,Korean,10390
GCST006258,European,140886
GCST006259,European,140886
GCST003743,Saudi Arab,317
GCST003743,Saudi Arab,1098
GCST003744,European,4402
GCST003744,African American,908
GCST003826,European,1966
GCST003782,African American,1984
GCST003782,African American,2939
GCST003780,African American,573
GCST003780,African American,2939
GCST003781,African American,1093
GCST003781,African American,2939
GCST003617,European,10951
GCST004522,European,9184
GCST004522,African American,1196
GCST004522,Asian American,627
GCST004522,Latino,743
GCST003656,European,206
GCST003656,European,1406
GCST003641,European,671
GCST003646,European,671
GCST003645,European,671
GCST003644,European,671
GCST003643,European,671
GCST003642,European,671
GCST003602,Korean,1989
GCST003602,Korean,3491
GCST003621,Rucphen,1731
GCST003603,East Asian,245
GCST003603,East Asian,522
GCST003626,European,2302
GCST003626,European,1466
GCST003624,European,1274
GCST003624,European,6448
GCST003623,European,1972
GCST003623,European,1544
GCST003625,European,1411
GCST003625,European,6054
GCST003727,East Asian,403
GCST003727,East Asian,297
GCST007551,Spanish,130
GCST007551,Spanish,605
GCST003741,European,1250
GCST003726,European,4242
GCST003726,European,12802
GCST003836,Japanese,439
GCST003835,Japanese,439
GCST003605,Japanese,2510
GCST003605,Japanese,10791
GCST003819,Han Chinese,1466
GCST003819,Han Chinese,1410
GCST003604,Han Chinese,178
GCST003604,Han Chinese,14432
GCST003613,Chinese,9633
GCST003613,Chinese,11839
GCST006118,Chinese,775
GCST006117,Chinese,775
GCST006041,European,45773
GCST006041,European,106354
GCST006116,Chinese,775
GCST006115,Chinese,775
GCST006114,Chinese,775
GCST006111,Chinese,775
GCST006113,Chinese,775
GCST006112,Chinese,775
GCST005181,Samoan,2102
GCST004692,European,2579
GCST004692,European,2767
GCST003601,African American,259
GCST003601,European,273
GCST003601,African American,496
GCST003601,European,858
GCST003589,European,2589
GCST003589,European,6702
GCST003578,Southern Chinese,5463
GCST003578,Southern Chinese,5591
GCST003655,European,825
GCST003655,European,11518
GCST003612,Han Chinese,1547
GCST003612,European,3237
GCST003610,Han Chinese,1547
GCST003610,European,3237
GCST003611,Han Chinese,1547
GCST003611,European,3237
GCST003658,European,13354
GCST005178,European,13354
GCST003659,European,13354
GCST003590,European,2267
GCST003651,European,2363
GCST003622,Chinese,3043
GCST003622,Chinese,5074
GCST003622,European,2643
GCST003622,European,9032
GCST003652,European,737
GCST003653,European,3100
GCST003682,European,754
GCST003682,European,57
GCST003682,European,880
GCST003682,European,68
GCST003485,Hispanic,350
GCST003485,African American,138
GCST004483,European,2547
GCST004483,European,4803
GCST003488,Hispanic,350
GCST003488,African American,138
GCST003487,Hispanic,350
GCST003487,African American,138
GCST003486,Hispanic,350
GCST003486,African American,138
GCST005716,East Asian,6952
GCST005716,East Asian,11865
GCST003639,European,1546
GCST003520,East Asian,6605
GCST003520,East Asian,8543
GCST003724,European,2137
GCST003724,European,3168
GCST003566,Sardinian,2903
GCST003566,Sardinian,3323
GCST003559,African American,845
GCST003559,Hispanic,446
GCST003559,European,971
GCST003647,Hispanic,3379
GCST003647,African American,6871
GCST003565,Swedish,827
GCST003565,Swedish,123
GCST003565,European,1715
GCST003649,African,113
GCST003649,African,1336
GCST003650,African,434
GCST003650,African,1336
GCST003640,European,319
GCST003640,European,220
GCST003615,Chinese,3905
GCST003615,Chinese,3356
GCST003618,Portuguese,100
GCST003618,Portuguese,425
GCST003633,Latin American,501
GCST003630,Japanese,2941
GCST003564,South Asian,1922
GCST003619,European,12171
GCST003619,European,56862
GCST003620,European,1957
GCST003620,European,13641
GCST003620,European,36509
GCST003775,African American,866
GCST003775,African American,796
GCST003777,African American,192
GCST003777,African American,1137
GCST003776,African American,311
GCST003776,African American,1137
GCST003561,Han Chinese,4537
GCST003561,Han Chinese,4590
GCST003495,European,672
GCST003495,African American,97
GCST003495,Latino American,178
GCST003495,European,3335
GCST003495,African American,570
GCST003495,Latino American,1064
GCST003541,European,470
GCST003541,Asian,57
GCST003541,African American,11
GCST003562,Hispanic,8195
GCST004413,Icelandic,3597
GCST004413,Icelandic,297348
GCST003494,Han Chinese,5317
GCST003494,Han Chinese,6887
GCST003494,European,1046
GCST003494,European,1076
GCST003539,European,889
GCST003539,European,981
GCST003521,French Canadian,342
GCST003521,European,213
GCST003521,French Canadian,261
GCST003521,European,142
GCST003481,European,30377
GCST003525,European,4553
GCST003525,European,27600
GCST003524,European,4553
GCST003524,European,972
GCST003524,European,27600
GCST003599,Korean,739
GCST003599,Chinese,677
GCST003599,Korean,436
GCST003599,Chinese,709
GCST005540,European,251
GCST005540,European,4901
GCST005541,German,413
GCST005541,German,64
GCST005543,European,763
GCST005543,European,4901
GCST005543,African American,781
GCST005543,African American,876
GCST003845,European,7333
GCST003845,European,7797
GCST003845,European,7455
GCST003845,European,42468
GCST003842,European,7333
GCST003842,European,42468
GCST007336,European,117626
GCST007336,European,144471
GCST003769,European,368890
GCST003725,European,6489
GCST003725,European,62797
GCST003725,African American,1499
GCST003725,African American,9145
GCST003725,Hispanic,1056
GCST003725,Hispanic,2403
GCST003438,European,40
GCST003438,European,74
GCST005947,European,246
GCST005947,European,1685
GCST005946,European,246
GCST005946,European,1685
GCST003491,European,681
GCST003491,European,1331
GCST003467,European,430
GCST003467,European,3133
GCST003467,Nepalese,90
GCST003467,Nepalese,205
GCST003467,East Asian,2340
GCST003467,East Asian,3865
GCST003467,South Asian,628
GCST003467,South Asian,552
GCST003467,Latin American,99
GCST003467,Latin American,224
GCST003467,Saudi Arab,391
GCST003467,Saudi Arab,1659
GCST003661,European,60827
GCST003661,Indian Asian,9982
GCST003661,African American/Afro Caribbean,2710
GCST003660,European,71921
GCST003660,Indian Asian,9992
GCST003660,African American/Afro Caribbean,2685
GCST003663,European,71032
GCST003663,Indian Asian,10000
GCST003663,African American/Afro Caribbean,2707
GCST003662,European,60078
GCST003662,Indian Asian,9729
GCST003662,African American/Afro Caribbean,2679
GCST005078,European,24168
GCST005078,African,681
GCST005078,Afro Caribbean,962
GCST005078,South Asian,1613
GCST005078,Chinese,338
GCST003465,European,1893
GCST003384,Han Chinese,2828
GCST003384,Han Chinese,3639
GCST003382,African American,2660
GCST003382,European,2967
GCST003399,European,280
GCST003399,European,287
GCST003399,European,382
GCST003424,European,778
GCST003424,European,7000
GCST003446,Indian,319
GCST003446,Indian,297
GCST003667,European,6813
GCST003668,European,6813
GCST003669,European,6813
GCST003674,Asian,214
GCST003674,African American,1183
GCST003674,European,5638
GCST003675,Asian,214
GCST003675,African American,1183
GCST003675,European,5638
GCST003673,Asian,214
GCST003673,African American,1183
GCST003673,European,5638
GCST003419,European,367
GCST003419,European,5159
GCST003799,East Asian,11044
GCST003799,East Asian,18036
GCST003430,European,2328
GCST003430,African American,546
GCST003430,African American,7655
GCST003430,European,35233
GCST003431,European,3059
GCST003431,European,28087
GCST003381,Northern European,5654
GCST003379,Northern European,5654
GCST003380,Northern European,5654
GCST003403,European,2141
GCST003403,Sorbian,659
GCST003359,Indo European,3725
GCST003360,Korean,242
GCST003360,Korean,1066
GCST003377,African American,94
GCST003377,African American,65
GCST003391,Saudi Arab,517
GCST003391,Saudi Arab,896
GCST003422,European,531
GCST003422,European,551
GCST004412,Chinese,151
GCST004412,Chinese,292
GCST004412,Chinese,1669
GCST003402,European,137
GCST003402,European,379
GCST003368,European,9076
GCST003368,European,9150
GCST003471,Saudi Arab,866
GCST003471,Saudi Arab,371
GCST003470,Saudi Arab,503
GCST003470,Saudi Arab,734
GCST003435,European,12480
GCST003435,European,10055
GCST003435,Jamaican,315
GCST003435,Jamaican,774
GCST003466,European,755
GCST003367,European,8554
GCST003367,European,8337
GCST003328,European,965
GCST003459,Sub Saharan African,343
GCST003459,Sub Saharan African,275
GCST003459,European,837
GCST003459,European,978
GCST003459,Japanese,137
GCST003459,Japanese,688
GCST003327,European,810
GCST003327,European,5600
GCST003458,Sub Saharan African,140
GCST003458,Sub Saharan African,275
GCST003458,European,606
GCST003458,European,978
GCST003458,Japanese,688
GCST003400,East Asian,20490
GCST003400,East Asian,22922
GCST003400,European,38947
GCST003400,European,121903
GCST003400,South Asian,10587
GCST003400,South Asian,14378
GCST003400,Mexican/Latino,3848
GCST003400,Mexican/Latino,4366
GCST003330,Spanish,472
GCST003330,Spanish,190
GCST003318,European,608
GCST003318,European,744
GCST003300,European,21
GCST003300,Hispanic,12
GCST003299,European,21
GCST003299,Hispanic,12
GCST003278,European,522
GCST003279,European,522
GCST003298,European,5404
GCST003298,Asian,54
GCST003298,African,33
GCST003372,European,42166
GCST003372,African,16471
GCST003372,Asian,42296
GCST003374,European,33972
GCST003375,European,14930
GCST003373,European,4955
GCST003383,Hispanic/Latin American,7170
GCST003401,European,36433
GCST003335,East Asian,25553
GCST003337,East Asian,25553
GCST003336,East Asian,24146
GCST003338,East Asian,20137
GCST003362,Korean,6805
GCST003361,Korean,6805
GCST003363,Korean,6805
GCST003451,Moroccan,317
GCST003451,Moroccan,650
GCST003364,Korean,6805
GCST003331,Korean,935
GCST003580,Southern Chinese,4
GCST003580,East Asian,387
GCST003365,African American,1427
GCST003366,African American,1427
GCST003343,European,363
GCST003342,European,2137
GCST003342,European,6699
GCST003342,Singaporean Chinese,1037
GCST003342,Singaporean Chinese,2543
GCST003388,European and East Asian,10092
GCST003389,European and East Asian,10037
GCST003324,European,1003
GCST003324,European,7745
GCST003325,East Asian,5878
GCST003325,East Asian,7046
GCST003326,Chinese,4647
GCST003326,Chinese,4099
GCST003326,Japanese,1231
GCST003326,Japanese,2947
GCST005113,Chinese,4716
GCST005113,Chinese,5379
GCST003540,European,17348
GCST003218,Han Chinese,3564
GCST003218,Han Chinese,4637
GCST003199,Han Chinese,208
GCST003199,Han Chinese,218
GCST003198,European,9701
GCST003198,European,82743
GCST003195,European American,257
GCST003195,European,15366
GCST003219,Asian,473
GCST003219,Asian,1099
GCST003219,African,52
GCST003219,African,361
GCST003219,European,254
GCST003219,European,694
GCST003258,African,996
GCST003258,East Asian,219
GCST003258,European,17334
GCST003258,Hispanic,548
GCST003258,South Asian,2385
GCST003258,African,5811
GCST003258,East Asian,329
GCST003258,European,350928
GCST003258,Hispanic,686
GCST003258,South Asian,5193
GCST003261,African,17
GCST003261,East Asian,17
GCST003261,European,3514
GCST003261,Hispanic,149
GCST003261,African,239
GCST003261,East Asian,329
GCST003261,European,259291
GCST003261,Hispanic,686
GCST003260,African,47
GCST003260,East Asian,133
GCST003260,European,1847
GCST003260,Hispanic,85
GCST003260,South Asian,314
GCST003260,African,239
GCST003260,East Asian,329
GCST003260,European,217755
GCST003260,Hispanic,686
GCST003260,South Asian,5193
GCST003259,African,33
GCST003259,East Asian,34
GCST003259,European,1787
GCST003259,Hispanic,40
GCST003259,South Asian,355
GCST003259,African,239
GCST003259,East Asian,329
GCST003259,European,176782
GCST003259,Hispanic,686
GCST003259,South Asian,5193
GCST003257,African,98
GCST003257,East Asian,31
GCST003257,European,3436
GCST003257,Hispanic,97
GCST003257,South Asian,422
GCST003257,African,2917
GCST003257,East Asian,329
GCST003257,European,274063
GCST003257,Hispanic,686
GCST003257,South Asian,5193
GCST003197,Korean,767
GCST003197,Korean,1485
GCST003191,Punjabi Sikh,2151
GCST003196,Korean,7263
GCST003579,East Asian,547
GCST003250,European,1962
GCST003208,European,4330
GCST003208,European,26849
GCST003271,European,3216
GCST003271,European,2968
GCST003270,European,2883
GCST003270,European,14179
GCST003188,Nepalese,102
GCST003188,Nepalese,100
GCST003176,European,828
GCST003176,European,1378
GCST003177,European,11313
GCST003189,Han Chinese,282
GCST003189,Han Chinese,278
GCST003230,European,435
GCST003231,European,3205
GCST003229,European,3205
GCST003229,European,435
GCST003229,European,124
GCST003217,Han Chinese,14739
GCST003215,Han Chinese,14739
GCST003216,Han Chinese,14739
GCST003214,Han Chinese,14739
GCST003190,Korean,310
GCST003190,Korean,604
GCST003200,Japanese,234
GCST003224,East Asian,62
GCST003224,East Asian,339
GCST003232,European,811
GCST003232,Asian,114
GCST003180,European,1277
GCST003180,European,7004
GCST005879,European,67
GCST005879,European,330
GCST005560,European,46638
GCST005354,Sardinian,5314
GCST005354,European,19053
GCST003186,European,1751
GCST003186,African American,1267
GCST003186,African American,2874
GCST003202,European,1171
GCST003201,European,1171
GCST003187,European,1171
GCST003203,European,1751
GCST003203,African American,1267
GCST003203,African American,2874
GCST003204,European,1751
GCST003204,African American,1267
GCST003204,African American,2874
GCST003206,European,1171
GCST003205,European,1751
GCST003205,African American,1267
GCST003205,African American,2874
GCST003246,European,1064
GCST003246,European,10082
GCST003155,European,2018
GCST003155,European,6925
GCST003154,Japanese,2379
GCST003154,Japanese,16752
GCST003162,European,2171
GCST003162,African American,772
GCST003164,European,2171
GCST003164,African American,772
GCST003168,European,2171
GCST003168,African American,772
GCST003166,European,2171
GCST003166,African American,772
GCST003163,European,2171
GCST003163,African American,772
GCST003169,European,2171
GCST003169,African American,772
GCST003167,European,2171
GCST003167,African American,772
GCST003165,European,2171
GCST003165,African American,772
GCST003153,European,1148
GCST003153,European,922
GCST003184,European,30588
GCST003184,African American,459
GCST003184,Chinese,1012
GCST003184,European,226537
GCST003184,African American,729
GCST003184,Chinese,1362
GCST006960,European,2453
GCST006960,European,3729
GCST003178,European,685
GCST003148,East Asian,3605
GCST003148,East Asian,3919
GCST003185,European,2662
GCST003185,European,3044
GCST003185,European,1763
GCST003147,African American,1671
GCST003220,European,1490
GCST003220,European,1723
GCST005546,European,2662
GCST005545,European,16233
GCST005544,European,17253
GCST003228,European,1490
GCST003228,European,1723
GCST003227,European,1490
GCST003227,European,1723
GCST003145,African,5535
GCST003145,African,9948
GCST003144,European,374
GCST003144,European,92681
GCST006879,Sorbian,923
GCST003130,Han Chinese,282
GCST003130,Han Chinese,480
GCST003129,European,3716
GCST003129,European,4261
GCST003128,Han Chinese,3316
GCST003128,Han Chinese,4516
GCST003272,East Asian,48268
GCST003272,European,68456
GCST003272,South Asian,16328
GCST003273,East Asian,48268
GCST003273,European,68456
GCST003273,South Asian,16328
GCST003275,East Asian,48268
GCST003275,European,68456
GCST003275,South Asian,16328
GCST003274,East Asian,48268
GCST003274,European,68456
GCST003274,South Asian,16328
GCST003276,East Asian,48268
GCST003276,European,68456
GCST003276,South Asian,16328
GCST005538,European,1912
GCST005538,European,5938
GCST005538,African American,781
GCST005538,African American,876
GCST003122,European,4131
GCST003120,European,9783
GCST003119,European,1691
GCST003118,Korean,118
GCST003118,Korean,112
GCST003112,European,1032
GCST003112,African American,98
GCST003112,Native American or Alaska Native,4
GCST003112,Asian American,43
GCST003112,Native Hawaiian or Pacific,7
GCST003109,European,86
GCST003104,Japanese,205
GCST003104,Japanese,184
GCST003104,Han Chinese,418
GCST003104,Han Chinese,836
GCST003103,European,4467
GCST003103,European,9114
GCST003101,European,1728
GCST003101,African American,709
GCST003101,Hispanic/Latin American,408
GCST003102,European,1728
GCST003102,African American,709
GCST003102,Hispanic/Latin American,408
GCST003098,African American,950
GCST003098,African American,50
GCST003098,African American,1887
GCST003098,American Indian,471
GCST003098,American Indian,340
GCST003098,American Indian,486
GCST003098,European,582
GCST003098,European,205
GCST003098,European,2568
GCST003100,European,18197
GCST003094,European,1422
GCST003094,European,6779
GCST003088,European,4464
GCST003093,Japanese,374
GCST005269,European,607
GCST005097,European,694
GCST005097,European,2105
GCST005106,European,1301
GCST005106,South African,2
GCST007042,European,1472
GCST005120,European,1055
GCST005116,European,13367
GCST005116,European,11851
GCST005080,European,4296
GCST005080,African American,3763
GCST005080,East Asian,6805
GCST005079,Brazilian,176
GCST005079,Mongolian,168
GCST005079,Filipino,16
GCST005079,European,213
GCST005079,Asian,224
GCST005079,Brazilian,287
GCST005079,Mongolian,374
GCST005079,Filipino,64
GCST005079,European,385
GCST005079,Asian,703
GCST005057,Chinese,188
GCST005057,Chinese,1265
GCST007916,Japanese,972
GCST007916,Japanese,4584
GCST007920,Japanese,2517
GCST007920,Japanese,885
GCST005133,European,781
GCST005133,European,1591
GCST005133,African American,896
GCST005133,African American,1905
GCST005107,Korean,227
GCST005107,Korean,229
GCST005039,European,85
GCST005039,European,136
GCST005039,Hispanic,81
GCST005039,Hispanic,112
GCST005041,European,221
GCST005041,Hispanic,193
GCST005040,European,221
GCST005040,Hispanic,193
GCST005084,East Asian,568
GCST005163,Finnish,4905
GCST005166,Finnish,4905
GCST005165,Finnish,4905
GCST005161,Finnish,4905
GCST005160,Finnish,4905
GCST005164,Finnish,4905
GCST005167,Finnish,4905
GCST005162,Finnish,4905
GCST005159,Finnish,4905
GCST005043,Chinese,200
GCST005043,Chinese,1400
