EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT,DISEASE/TRAIT
http://www.ebi.ac.uk/efo/efo_1002009,GCST004171,28250457,5,Macular telangiectasia type 2
http://www.ebi.ac.uk/efo/efo_0007937,GCST004365,28240269,590,Blood protein levels
http://www.ebi.ac.uk/efo/efo_0004620,GCST004161,28334792,4,Vitamin B12 levels
http://purl.obolibrary.org/obo/hp_0000175,GCST004166,28232668,56,Nonsyndromic cleft lip with cleft palate
http://www.ebi.ac.uk/efo/efo_0003959,GCST004166,28232668,56,Nonsyndromic cleft lip with cleft palate
http://www.ebi.ac.uk/efo/efo_0006501,GCST004162,28282560,39,Carotid plaque burden
http://www.ebi.ac.uk/efo/efo_0005514,GCST004528,28649644,1,HER2 status in breast cancer
http://www.ebi.ac.uk/efo/efo_0000305,GCST004528,28649644,1,HER2 status in breast cancer
http://www.ebi.ac.uk/efo/efo_1002005,GCST004098,28223688,1,Sciatica caused by lumbar disc herniation (treated with microdiscectomy)
http://purl.obolibrary.org/obo/hp_0011868,GCST004098,28223688,1,Sciatica caused by lumbar disc herniation (treated with microdiscectomy)
http://www.ebi.ac.uk/efo/efo_0007941,GCST004098,28223688,1,Sciatica caused by lumbar disc herniation (treated with microdiscectomy)
http://www.ebi.ac.uk/efo/efo_0004193,GCST004113,28177523,2,Basal cell carcinoma
http://www.ebi.ac.uk/efo/efo_0005409,GCST004141,28224759,3,Body fat mass
http://www.ebi.ac.uk/efo/efo_0004574,GCST004231,28334899,16,Total cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004612,GCST004232,28334899,90,HDL cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004530,GCST004238,28334899,11,Triglyceride levels
http://www.ebi.ac.uk/efo/efo_0004530,GCST004237,28334899,49,Triglyceride levels
http://www.ebi.ac.uk/efo/efo_0004611,GCST004236,28334899,13,LDL cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004574,GCST004235,28334899,81,Total cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004612,GCST004234,28334899,18,HDL cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004611,GCST004233,28334899,66,LDL cholesterol levels
http://www.ebi.ac.uk/efo/efo_0004286,GCST004068,28203683,86,Venous thromboembolism adjusted for sickle cell variant rs77121243-T
http://www.ebi.ac.uk/efo/efo_0007956,GCST004170,28193307,3,Monocyte-lymphocyte ratio
http://www.orpha.net/ordo/orphanet_79364,GCST006661,28196072,335,Male-pattern baldness
http://www.ebi.ac.uk/efo/efo_0005091,GCST004164,28193307,5,Monocyte count
http://www.ebi.ac.uk/efo/efo_0007946,GCST004158,28194004,3,Self-reported tiredness
http://www.ebi.ac.uk/efo/efo_0002892,GCST004144,28195142,12,Thyroid cancer
http://www.ebi.ac.uk/efo/efo_0007947,GCST004159,28187132,4,Serum galactose-deficient IgA1 levels
http://www.ebi.ac.uk/efo/efo_0000756,GCST004142,28212542,28,Melanoma
http://www.ebi.ac.uk/efo/efo_0007621,GCST004180,28181694,15,Pediatric bone mineral content (hip)
http://www.ebi.ac.uk/efo/efo_0007621,GCST004182,28181694,12,Pediatric bone mineral content (spine)
http://www.ebi.ac.uk/efo/efo_0007621,GCST004175,28181694,21,Pediatric bone mineral content (radius)
http://www.ebi.ac.uk/efo/efo_0007702,GCST004178,28181694,15,Pediatric bone mineral density (hip)
http://www.ebi.ac.uk/efo/efo_0007785,GCST004177,28181694,17,Pediatric bone mineral density (femoral neck)
http://www.ebi.ac.uk/efo/efo_0007621,GCST004179,28181694,13,Pediatric bone mineral content (femoral neck)
http://www.ebi.ac.uk/efo/efo_0007701,GCST004181,28181694,15,Pediatric bone mineral density (spine)
http://www.ebi.ac.uk/efo/efo_0007933,GCST004176,28181694,14,Pediatric areal bone mineral density (radius)
http://www.ebi.ac.uk/efo/efo_0007945,GCST004109,28167838,0,Agoraphobic traits
http://www.ebi.ac.uk/efo/efo_0000095,GCST004146,28165464,37,Chronic lymphocytic leukemia
http://www.ebi.ac.uk/efo/efo_0000249,GCST004249,28183528,3,Alzheimer's disease in APOE e4- carriers
http://www.ebi.ac.uk/efo/efo_0000249,GCST004248,28183528,0,Alzheimer's disease in APOE e4+ carriers
http://www.ebi.ac.uk/efo/efo_0004713,GCST004185,28166213,56,Lung function (FEV1/FVC)
http://www.ebi.ac.uk/efo/efo_0000249,GCST004247,28183528,1,Alzheimer's disease (APOE e4 interaction)
http://www.ebi.ac.uk/efo/efo_0004312,GCST004184,28166213,20,Lung function (FVC)
http://www.ebi.ac.uk/efo/efo_0000249,GCST004246,28183528,11,Alzheimer's disease
http://www.ebi.ac.uk/efo/efo_0000341,GCST004147,28166215,31,Chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0004314,GCST004183,28166213,33,Lung function (FEV1)
http://www.ebi.ac.uk/efo/efo_0007944,GCST004108,28167095,2,Lung function (FEV1/FVC) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0000270,GCST004108,28167095,2,Lung function (FEV1/FVC) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0004713,GCST004108,28167095,2,Lung function (FEV1/FVC) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0004314,GCST004107,28167095,5,Lung function (FEV1) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0007944,GCST004107,28167095,5,Lung function (FEV1) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0000270,GCST004107,28167095,5,Lung function (FEV1) in asthma (dust mite allergen exposure interaction)
http://www.ebi.ac.uk/efo/efo_0004875,GCST004123,28155865,4,Mathematical ability
http://www.orpha.net/ordo/orphanet_2828,GCST004138,28256260,13,Early-onset Parkinson's disease
http://www.ebi.ac.uk/efo/efo_0007859,GCST004160,28163062,1,Hepatocellular carcinoma in post hepatitis C eradication by interferon therapy
http://www.ebi.ac.uk/efo/efo_0000182,GCST004160,28163062,1,Hepatocellular carcinoma in post hepatitis C eradication by interferon therapy
http://www.ebi.ac.uk/efo/efo_0006906,GCST004160,28163062,1,Hepatocellular carcinoma in post hepatitis C eradication by interferon therapy
http://www.ebi.ac.uk/efo/efo_0004308,GCST004126,28158719,5,White blood cell count
http://www.ebi.ac.uk/efo/efo_0004694,GCST004124,28053049,2,Factor XI
http://www.ebi.ac.uk/efo/efo_0004833,GCST004128,28158719,4,White blood cell count (neutrophil)
http://www.ebi.ac.uk/efo/efo_0005091,GCST004129,28158719,9,White blood cell count (monocyte)
http://www.ebi.ac.uk/efo/efo_0004587,GCST004130,28158719,2,White blood cell count (lymphocyte)
http://www.ebi.ac.uk/efo/efo_0004842,GCST004135,28158719,5,White blood cell count (eosinophil)
http://www.ebi.ac.uk/efo/efo_0005090,GCST004127,28158719,5,White blood cell count (basophil)
http://www.ebi.ac.uk/efo/efo_0004624,GCST004093,28139693,40,Prostate-specific antigen levels
http://purl.obolibrary.org/obo/hp_0011950,GCST004140,28139761,0,Bronchiolitis
http://www.ebi.ac.uk/efo/efo_0004624,GCST004094,28139693,21,Prostate-specific antigen levels (conditioned on lead SNPs)
http://www.ebi.ac.uk/efo/efo_0006336,GCST004280,28135244,94,Diastolic blood pressure
http://www.ebi.ac.uk/efo/efo_0006335,GCST004279,28135244,42,Systolic blood pressure
http://www.ebi.ac.uk/efo/efo_0005763,GCST004278,28135244,94,Pulse pressure
http://www.ebi.ac.uk/efo/efo_0007949,GCST004165,28130311,1,Acute-on-chronic liver failure in hepatitis B
http://www.ebi.ac.uk/efo/efo_0004197,GCST004165,28130311,1,Acute-on-chronic liver failure in hepatitis B
http://www.ebi.ac.uk/efo/efo_0001061,GCST004097,28120872,3,Response to platinum-based neoadjuvant chemotherapy in cervical cancer
http://www.ebi.ac.uk/efo/efo_0007943,GCST004097,28120872,3,Response to platinum-based neoadjuvant chemotherapy in cervical cancer
http://www.ebi.ac.uk/efo/efo_0000685,GCST004172,28118524,4,Rheumatoid arthritis
http://www.ebi.ac.uk/efo/efo_0000685,GCST004173,28118524,0,Rheumatoid arthritis (rheumatoid factor and anti-cyclic citrullinated peptide seronegative)
http://www.ebi.ac.uk/efo/efo_0000685,GCST004174,28118524,4,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)
http://www.ebi.ac.uk/efo/efo_0007837,GCST004174,28118524,4,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)
http://www.ebi.ac.uk/efo/efo_0007791,GCST004174,28118524,4,Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)
http://www.ebi.ac.uk/efo/efo_0000289,GCST004139,28115744,23,Bipolar disorder
http://www.ebi.ac.uk/efo/efo_0005611,GCST004136,28115739,37,Methadone dose in opioid dependence
http://www.ebi.ac.uk/efo/efo_0007907,GCST004136,28115739,37,Methadone dose in opioid dependence
http://www.ebi.ac.uk/efo/efo_0004847,GCST004096,28128768,1,Frontotemporal dementia (age at onset)
http://www.orpha.net/ordo/orphanet_282,GCST004096,28128768,1,Frontotemporal dementia (age at onset)
http://www.ebi.ac.uk/efo/efo_0000183,GCST004099,28112199,20,"B-cell malignancies (chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma) (pleiotropy)"
http://www.ebi.ac.uk/efo/efo_0001378,GCST004099,28112199,20,"B-cell malignancies (chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma) (pleiotropy)"
http://www.ebi.ac.uk/efo/efo_0000095,GCST004099,28112199,20,"B-cell malignancies (chronic lymphocytic leukemia, Hodgkin lymphoma or multiple myeloma) (pleiotropy)"
http://www.ebi.ac.uk/efo/efo_0004623,GCST004122,28107422,36,Fibrinogen levels
http://www.ebi.ac.uk/efo/efo_0004623,GCST004121,28107422,36,Fibrinogen levels
http://www.ebi.ac.uk/efo/efo_0004276,GCST004072,28100913,3,Cold medicine-related Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) with severe ocular complications
http://www.ebi.ac.uk/efo/efo_0004775,GCST004072,28100913,3,Cold medicine-related Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) with severe ocular complications
http://www.ebi.ac.uk/efo/efo_0006997,GCST004072,28100913,3,Cold medicine-related Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) with severe ocular complications
http://www.ebi.ac.uk/efo/efo_0005536,GCST004060,28109725,5,Exhaled nitric oxide output
http://www.ebi.ac.uk/efo/efo_0005536,GCST004059,28109725,2,Exhaled nitric oxide levels
http://www.ebi.ac.uk/efo/efo_0004760,GCST004092,28100725,4,Plasma t-tau levels
http://www.ebi.ac.uk/efo/efo_0005035,GCST003961,28098162,2,Hippocampal volume
http://www.ebi.ac.uk/efo/efo_0004761,GCST004054,28095793,1,Glomerular load of uric acid
http://www.ebi.ac.uk/efo/efo_0004337,GCST004077,28093568,13,Cognitive function
http://www.ebi.ac.uk/efo/efo_0007935,GCST004056,28095793,2,Urinary uric acid to urinary creatinine ratio
http://www.ebi.ac.uk/efo/efo_0007934,GCST004057,28095793,1,Creatinine clearance
http://www.ebi.ac.uk/efo/efo_0004761,GCST004055,28095793,1,Fractional excretion of uric acid
http://www.ebi.ac.uk/efo/efo_0004761,GCST004058,28095793,3,Uric acid clearance
http://www.ebi.ac.uk/efo/efo_0001360,GCST004125,28060188,26,Type 2 diabetes (age of onset)
http://www.ebi.ac.uk/efo/efo_0004735,GCST004250,28090653,54,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)
http://www.ebi.ac.uk/efo/efo_0007965,GCST004250,28090653,54,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)
http://www.ebi.ac.uk/efo/efo_0000220,GCST004250,28090653,54,Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)
http://www.ebi.ac.uk/efo/efo_1002000,GCST004095,28108127,5,Takotsubo syndrome
http://purl.obolibrary.org/obo/hp_0000175,GCST004088,28087736,13,Nonsyndromic cleft lip with or without cleft palate
http://www.ebi.ac.uk/efo/efo_0003959,GCST004088,28087736,13,Nonsyndromic cleft lip with or without cleft palate
http://www.ebi.ac.uk/efo/efo_0005325,GCST004049,28084903,32,Cough in response to angiotensin-converting enzyme inhibitor drugs
http://purl.obolibrary.org/obo/hp_0012735,GCST004049,28084903,32,Cough in response to angiotensin-converting enzyme inhibitor drugs
http://purl.obolibrary.org/obo/hp_0000175,GCST004089,28087736,0,Cleft palate
http://www.ebi.ac.uk/efo/efo_0004633,GCST006119,28082259,11,Protein C levels
http://www.ebi.ac.uk/efo/efo_0000707,GCST004134,28081215,17,Multiple keratinocyte cancers
http://www.ebi.ac.uk/efo/efo_0007932,GCST004134,28081215,17,Multiple keratinocyte cancers
http://www.ebi.ac.uk/efo/efo_0004193,GCST004134,28081215,17,Multiple keratinocyte cancers
http://www.ebi.ac.uk/efo/efo_0005279,GCST004034,28081371,5,Temporomandibular joint disorder
http://www.ebi.ac.uk/efo/efo_0007017,GCST003881,27883235,0,Peanut allergy
http://www.ebi.ac.uk/efo/efo_0000699,GCST004062,28076899,2,Sjögren's syndrome
http://www.ebi.ac.uk/efo/efo_0000699,GCST004061,28076899,20,Sjögren's syndrome
http://www.ebi.ac.uk/efo/efo_0006940,GCST004137,28073927,47,Optic cup area
http://www.ebi.ac.uk/efo/efo_0007680,GCST004110,28077804,19,Gait speed in old age
http://www.ebi.ac.uk/efo/efo_0004695,GCST004074,28073927,17,Intraocular pressure
http://www.ebi.ac.uk/efo/efo_0007939,GCST004073,28073367,0,Cough
http://www.ebi.ac.uk/efo/efo_0004357,GCST004048,28070124,1,Fast beta electroencephalogram
http://www.ebi.ac.uk/efo/efo_0000289,GCST003962,28072414,8,Bipolar disorder
http://www.ebi.ac.uk/efo/efo_0007939,GCST004112,28073367,0,Dyspnea
http://www.ebi.ac.uk/efo/efo_0007939,GCST004111,28073367,0,Phlegm
http://www.ebi.ac.uk/efo/efo_0006937,GCST004076,28073927,32,Optic disc area
http://www.ebi.ac.uk/efo/efo_0006939,GCST004075,28073927,46,Vertical cup-disc ratio
http://www.ebi.ac.uk/efo/efo_0000384,GCST004132,28067908,119,Crohn's disease
http://www.ebi.ac.uk/efo/efo_0000384,GCST004053,28067912,4,Poor prognosis in Crohn's disease
http://www.ebi.ac.uk/efo/efo_0007936,GCST004053,28067912,4,Poor prognosis in Crohn's disease
http://www.ebi.ac.uk/efo/efo_0003767,GCST004131,28067908,135,Inflammatory bowel disease
http://www.ebi.ac.uk/efo/efo_0000729,GCST004133,28067908,80,Ulcerative colitis
http://www.ebi.ac.uk/efo/efo_1001486,GCST004120,28056976,0,Primary biliary cholangitis
http://www.ebi.ac.uk/efo/efo_0006511,GCST004091,28059113,0,Palmar length-width ratio in Kashin-Beck disease
http://www.ebi.ac.uk/efo/efo_0004268,GCST004119,28056976,0,Primary sclerosing cholangitis
http://purl.obolibrary.org/obo/go_0061479,GCST004114,28062682,1,Nevirapine-induced hypersensitivity in HIV (drug-induced liver injury)
http://www.ebi.ac.uk/efo/efo_0000764,GCST004114,28062682,1,Nevirapine-induced hypersensitivity in HIV (drug-induced liver injury)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004114,28062682,1,Nevirapine-induced hypersensitivity in HIV (drug-induced liver injury)
http://www.ebi.ac.uk/efo/efo_1001486,GCST004145,28062665,9,Primary biliary cholangitis
http://www.ebi.ac.uk/efo/efo_1000726,GCST004090,28065765,0,Lichen planus in hepatitis C
http://www.ebi.ac.uk/efo/efo_0003047,GCST004090,28065765,0,Lichen planus in hepatitis C
http://purl.obolibrary.org/obo/go_0061479,GCST004118,28062682,1,Nevirapine-induced hypersensitivity in HIV
http://www.ebi.ac.uk/efo/efo_1002003,GCST004118,28062682,1,Nevirapine-induced hypersensitivity in HIV
http://www.ebi.ac.uk/efo/efo_0000764,GCST004118,28062682,1,Nevirapine-induced hypersensitivity in HIV
http://purl.obolibrary.org/obo/go_0061479,GCST004117,28062682,0,Nevirapine-induced hypersensitivity in HIV (rash)
http://www.ebi.ac.uk/efo/efo_1001253,GCST004117,28062682,0,Nevirapine-induced hypersensitivity in HIV (rash)
http://www.ebi.ac.uk/efo/efo_0000764,GCST004117,28062682,0,Nevirapine-induced hypersensitivity in HIV (rash)
http://purl.obolibrary.org/obo/go_0061479,GCST004116,28062682,0,Nevirapine-induced hypersensitivity in HIV (hypersensitivity syndrome)
http://www.ebi.ac.uk/efo/efo_1002004,GCST004116,28062682,0,Nevirapine-induced hypersensitivity in HIV (hypersensitivity syndrome)
http://www.ebi.ac.uk/efo/efo_0000764,GCST004116,28062682,0,Nevirapine-induced hypersensitivity in HIV (hypersensitivity syndrome)
http://purl.obolibrary.org/obo/go_0061479,GCST004115,28062682,1,Nevirapine-induced hypersensitivity in HIV (Stevens-Johnson syndrome or toxic epidermal necrosis)
http://www.ebi.ac.uk/efo/efo_0004276,GCST004115,28062682,1,Nevirapine-induced hypersensitivity in HIV (Stevens-Johnson syndrome or toxic epidermal necrosis)
http://www.ebi.ac.uk/efo/efo_0004775,GCST004115,28062682,1,Nevirapine-induced hypersensitivity in HIV (Stevens-Johnson syndrome or toxic epidermal necrosis)
http://www.ebi.ac.uk/efo/efo_0000764,GCST004115,28062682,1,Nevirapine-induced hypersensitivity in HIV (Stevens-Johnson syndrome or toxic epidermal necrosis)
http://purl.obolibrary.org/obo/hp_0000175,GCST004050,28054174,32,Cleft lip with or without cleft palate
http://www.ebi.ac.uk/efo/efo_0003959,GCST004050,28054174,32,Cleft lip with or without cleft palate
http://www.ebi.ac.uk/efo/efo_0005762,GCST003963,28051079,4,Possible neuropathic pain in post total joint replacement surgery for osteoarthritis
http://www.ebi.ac.uk/efo/efo_0002506,GCST003963,28051079,4,Possible neuropathic pain in post total joint replacement surgery for osteoarthritis
http://purl.obolibrary.org/obo/hp_0000202,GCST004051,28054174,24,Orofacial clefts
http://purl.obolibrary.org/obo/hp_0000175,GCST004052,28054174,7,Cleft palate
http://www.ebi.ac.uk/efo/efo_0007931,GCST004035,28046027,1,NHDL cholesterol to HDL cholesterol ratio
http://www.ebi.ac.uk/efo/efo_0003780,GCST004019,28045058,0,Behcet's disease
http://www.ebi.ac.uk/efo/efo_0007929,GCST004037,28046027,2,Triglyceride to HDL cholesterol ratio
http://www.ebi.ac.uk/efo/efo_0007930,GCST004036,28046027,2,LDL cholesterol to HDL cholesterol ratio
http://www.ebi.ac.uk/efo/efo_0005937,GCST004100,28044437,4,Body mass index (change over time) in gastrointestinal cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_1000218,GCST004100,28044437,4,Body mass index (change over time) in gastrointestinal cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000341,GCST004100,28044437,4,Body mass index (change over time) in gastrointestinal cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000311,GCST004106,28044437,1,Body mass index (change over time) in cancer
http://www.ebi.ac.uk/efo/efo_0005937,GCST004106,28044437,1,Body mass index (change over time) in cancer
http://www.ebi.ac.uk/efo/efo_0001071,GCST004102,28044437,5,Body mass index (change over time) in lung cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0005937,GCST004102,28044437,5,Body mass index (change over time) in lung cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000341,GCST004102,28044437,5,Body mass index (change over time) in lung cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0005937,GCST004105,28044437,6,Body mass index (change over time) in chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000341,GCST004105,28044437,6,Body mass index (change over time) in chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0005937,GCST004101,28044437,3,Body mass index (change over time) in gastrointestinal cancer
http://www.ebi.ac.uk/efo/efo_1000218,GCST004101,28044437,3,Body mass index (change over time) in gastrointestinal cancer
http://www.ebi.ac.uk/efo/efo_0001071,GCST004104,28044437,3,Body mass index (change over time) in lung cancer
http://www.ebi.ac.uk/efo/efo_0005937,GCST004104,28044437,3,Body mass index (change over time) in lung cancer
http://www.ebi.ac.uk/efo/efo_0000311,GCST004103,28044437,3,Body mass index (change over time) in cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0005937,GCST004103,28044437,3,Body mass index (change over time) in cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_0000341,GCST004103,28044437,3,Body mass index (change over time) in cancer or chronic obstructive pulmonary disease
http://www.ebi.ac.uk/efo/efo_1002006,GCST004163,28222112,6,Resistance to antihypertensive treatment in hypertension
http://www.ebi.ac.uk/efo/efo_0006939,GCST004047,28061514,4,Optic nerve measurement (cup-to-disc ratio)
http://www.ebi.ac.uk/efo/efo_0005296,GCST004900,28952330,2,Migraine without aura
http://www.ebi.ac.uk/efo/efo_0003100,GCST003964,28317148,4,Bortezomib-induced peripheral neuropathy in multiple myeloma
http://www.ebi.ac.uk/efo/efo_0001378,GCST003964,28317148,4,Bortezomib-induced peripheral neuropathy in multiple myeloma
http://www.ebi.ac.uk/efo/efo_0007808,GCST003964,28317148,4,Bortezomib-induced peripheral neuropathy in multiple myeloma
http://www.ebi.ac.uk/efo/efo_0004228,GCST004078,28043905,1,Drug-induced liver injury (terbinafine)
http://www.ebi.ac.uk/efo/efo_0007923,GCST004078,28043905,1,Drug-induced liver injury (terbinafine)
http://www.ebi.ac.uk/efo/efo_0004831,GCST004011,28039329,3,RR interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0007917,GCST004011,28039329,3,RR interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0007916,GCST004011,28039329,3,RR interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004086,28043905,4,Drug-induced liver injury
http://www.ebi.ac.uk/efo/efo_0006951,GCST003898,28039263,20,Cisplatin-induced ototoxicity
http://purl.obolibrary.org/obo/go_0072718,GCST003898,28039263,20,Cisplatin-induced ototoxicity
http://www.ebi.ac.uk/efo/efo_0007917,GCST004010,28039329,1,QT interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0004682,GCST004010,28039329,1,QT interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0007916,GCST004010,28039329,1,QT interval (tricyclic/tetracyclic antidepressant use interaction)
http://www.ebi.ac.uk/efo/efo_0005533,GCST004087,28043905,4,Drug-induced liver injury (nonsteroidal anti-inflammatory drugs)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004087,28043905,4,Drug-induced liver injury (nonsteroidal anti-inflammatory drugs)
http://www.ebi.ac.uk/efo/efo_0007920,GCST004085,28043905,4,Drug-induced liver injury (fluoroquinolones)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004085,28043905,4,Drug-induced liver injury (fluoroquinolones)
http://www.ebi.ac.uk/efo/efo_0007918,GCST004084,28043905,3,Drug-induced liver injury (anti-tuberculosis drugs)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004084,28043905,3,Drug-induced liver injury (anti-tuberculosis drugs)
http://www.ebi.ac.uk/efo/efo_0007919,GCST004083,28043905,4,Drug-induced liver injury (diclofenac)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004083,28043905,4,Drug-induced liver injury (diclofenac)
http://www.ebi.ac.uk/efo/efo_0007921,GCST004082,28043905,4,Drug-induced liver injury (nitrofurantoin)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004082,28043905,4,Drug-induced liver injury (nitrofurantoin)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004081,28043905,3,Drug-induced cholestatic/mixed liver injury
http://purl.obolibrary.org/obo/go_0036273,GCST004080,28043905,1,Drug-induced liver injury (statins)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004080,28043905,1,Drug-induced liver injury (statins)
http://www.ebi.ac.uk/efo/efo_0004228,GCST004079,28043905,1,Drug-induced hepatocellular liver injury
http://www.ebi.ac.uk/efo/efo_1001209,GCST003928,28041642,5,Giant cell arteritis
http://www.ebi.ac.uk/efo/efo_0004826,GCST003977,28029757,1,Vasculitis associated with antineutrophil cytoplasmic antibody reactive to myeloperoxidase
http://www.ebi.ac.uk/efo/efo_0007835,GCST003902,28040410,5,Fast beta electroencephalogram
http://www.ebi.ac.uk/efo/efo_0004357,GCST003902,28040410,5,Fast beta electroencephalogram
http://www.ebi.ac.uk/efo/efo_0004826,GCST003976,28029757,6,Antineutrophil cytoplasmic antibody-associated vasculitis
http://www.ebi.ac.uk/efo/efo_0004826,GCST003978,28029757,0,Vasculitis associated with antineutrophil cytoplasmic antibody reactive to proteinase-3
http://www.orpha.net/ordo/orphanet_85443,GCST004028,28025584,10,Immunoglobulin light chain (AL) amyloidosis
http://www.ebi.ac.uk/efo/efo_0000384,GCST003959,28008999,9,Crohn's disease
http://www.ebi.ac.uk/efo/efo_0007878,GCST003919,28012008,1,Spine bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0007701,GCST003919,28012008,1,Spine bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0003767,GCST003958,28008999,18,Inflammatory bowel disease
http://www.ebi.ac.uk/efo/efo_0004286,GCST004012,28011674,2,Venous thromboembolism
http://www.ebi.ac.uk/efo/efo_0007702,GCST003920,28012008,0,Hip bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0007878,GCST003920,28012008,0,Hip bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0007878,GCST003921,28012008,0,Whole body bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0003923,GCST003921,28012008,0,Whole body bone mineral density and alcohol drinking
http://www.ebi.ac.uk/efo/efo_0000729,GCST003960,28008999,9,Ulcerative colitis
http://www.ebi.ac.uk/efo/efo_0004526,GCST004004,28017375,58,Mean corpuscular volume
http://www.ebi.ac.uk/efo/efo_0007900,GCST003937,28002826,0,Retinol levels
http://www.ebi.ac.uk/efo/efo_0007899,GCST003936,28002826,0,Vitamin E levels (gamma-tocopherol)
http://www.ebi.ac.uk/efo/efo_0007896,GCST003933,28002826,0,Carotenoid levels (zeaxanthin)
http://www.ebi.ac.uk/efo/efo_0007895,GCST003932,28002826,0,Carotenoid levels (lutein)
http://www.ebi.ac.uk/efo/efo_0007894,GCST003931,28002826,0,Carotenoid levels (beta-carotene)
http://www.ebi.ac.uk/efo/efo_0007898,GCST003935,28002826,0,Vitamin E levels (alpha-tocopherol)
http://www.ebi.ac.uk/efo/efo_0004348,GCST004003,28017375,15,Hematocrit
http://www.ebi.ac.uk/efo/efo_0002508,GCST003922,28011712,4,Parkinson's disease
http://www.ebi.ac.uk/efo/efo_0007910,GCST004038,28011710,5,Circulating chromogranin peptide levels
http://www.ebi.ac.uk/efo/efo_0007909,GCST004038,28011710,5,Circulating chromogranin peptide levels
http://www.ebi.ac.uk/efo/efo_0007893,GCST003938,28002826,3,Carotenoid levels (alpha-carotene)
http://www.ebi.ac.uk/efo/efo_0007897,GCST003934,28002826,0,Carotenoid levels (cryptoxanthin)
http://www.ebi.ac.uk/efo/efo_0004527,GCST004006,28017375,39,Mean corpuscular hemoglobin
http://www.ebi.ac.uk/efo/efo_0004305,GCST004008,28017375,20,Red blood cell count
http://www.ebi.ac.uk/efo/efo_0004528,GCST004007,28017375,20,Mean corpuscular hemoglobin concentration
http://www.ebi.ac.uk/efo/efo_0004509,GCST004005,28017375,14,Hemoglobin levels
