STUDY ACCESSION,Cleaned_Ancestry,Cleaned_Ancestry_Size
GCST008107,European,901
GCST008107,African American,9
GCST008107,African American,46
GCST007386,Japanese,1338
GCST007521,Korean,228
GCST007521,Korean,5915
GCST007279,European,14689
GCST007305,European,8429
GCST007305,European,2797
GCST007843,European,868
GCST007843,European,1194
GCST007384,Japanese,1338
GCST007520,Korean,228
GCST007520,Korean,731
GCST007519,Korean,731
GCST007519,Korean,5915
GCST007231,South African,242
GCST007231,South African,168
GCST007231,South African,223
GCST007231,South African,182
GCST007774,European,1806
GCST007774,African American,133
GCST007774,Hispanic,109
GCST007774,European,10397
GCST007774,African American,1314
GCST007774,Hispanic,718
GCST007383,Japanese,1338
GCST007814,European,1252
GCST007813,European,468
GCST007812,European,170
GCST007812,European,127
GCST007811,European,331
GCST007811,European,700
GCST007810,European,61
GCST007810,European,804
GCST007809,European,448
GCST007809,European,804
GCST007019,European,2439
GCST007019,African American,3881
GCST007729,European,1715
GCST007729,African American,187
GCST007729,Hispanic,56
GCST007729,Chinese,23
GCST007729,Malay,40
GCST007729,European,13749
GCST007729,African American,807
GCST007729,Hispanic,643
GCST007729,Chinese,173
GCST007729,Malay,168
GCST007664,European,634
GCST007664,African,40
GCST007664,Asian,13
GCST007357,European,1721
GCST007730,European,3149
GCST007730,African American,402
GCST007730,Hispanic,94
GCST007730,Chinese,34
GCST007730,Malay,47
GCST007730,European,14807
GCST007730,African American,1432
GCST007730,Hispanic,643
GCST007730,Chinese,173
GCST007730,Malay,168
GCST006987,Sub Saharan African,552
GCST007324,European,557923
GCST007288,Han Chinese,1764
GCST007288,Han Chinese,14779
GCST007472,European,1039210
GCST007468,European,1359002
GCST007464,European,820192
GCST007463,European,403928
GCST007462,European,931815
GCST007461,European,941280
GCST007474,European,1232091
GCST007460,European,547219
GCST007459,European,377334
GCST007458,European,341427
GCST007363,European,3344
GCST007443,European,86
GCST007443,European,4280
GCST007443,European,13941
GCST007443,European,700740
GCST007036,Japanese,1855
GCST007036,Japanese,1719
GCST007401,European,20014
GCST007401,African American,3420
GCST006985,Latina,2385
GCST006985,Latina,6416
GCST007341,European,2083151
GCST007322,European,939908
GCST007287,Han Chinese,1764
GCST007287,Han Chinese,14779
GCST007323,European,315894
GCST007325,European,975353
GCST007340,European,1067913
GCST007339,European,523783
GCST007338,European,410603
GCST007337,European,80852
GCST007402,European,24075
GCST007402,African American,3420
GCST007444,European,251
GCST007444,European,5357
GCST007444,European,13957
GCST007444,European,746129
GCST007326,European,370711
GCST007327,European,518633
GCST007328,European,414343
GCST007329,European,404291
GCST007600,European,952
GCST007600,European,1789
GCST007600,European,6337
GCST007600,European,8402
GCST007254,European,9240
GCST007254,European,9519
GCST007254,European,51258
GCST007254,European,75607
GCST007254,European,231747
GCST007257,European,9240
GCST007257,European,9519
GCST007257,European,51258
GCST007257,European and East Asian,36989
GCST007257,European and East Asian,113075
GCST007255,European,9240
GCST007255,European,9519
GCST007255,European,51258
GCST007255,European,7481
GCST007255,European,9250
GCST007256,European,9240
GCST007256,European,9519
GCST007256,European,51258
GCST007256,Chinese,5303
GCST007256,Chinese,5337
GCST007603,European,324851
GCST007603,South Asian,21962
GCST007604,European and South Asian,121543
GCST007601,European and South Asian,131892
GCST007602,European and South Asian,128746
GCST007320,European,24087
GCST007320,European,47793
GCST007320,European,383378
GCST007321,European,47793
GCST007321,European,328320
GCST007319,European,24087
GCST007319,European,55058
GCST007018,European,188
GCST007018,European,242
GCST006977,European,24546
GCST007017,European  Mediterranean,257
GCST007017,European  Mediterranean,161
GCST007016,European,188
GCST007016,European,242
GCST007782,European and East Asian,35476
GCST007782,European and East Asian,46839
GCST007781,European,20352
GCST007781,European,31358
GCST006983,European,18345
GCST006983,European,14374
GCST006983,European,50410
GCST006978,British,2433
GCST006978,British,334766
GCST007344,European,134070
GCST007344,East Asian,143658
GCST007344,Hispanic or Latino,26344
GCST007344,African American,8224
GCST007726,Ashkenazi Jewish,256
GCST007726,African American,68
GCST007726,Ashkenazi Jewish,534
GCST007726,African American,217
GCST006935,European,1225
